c498-902 stampede tacc utexas edu
Running on sampede.tacc.xsede.org
TACC: Starting up job 7716193
TACC: Setting up parallel environment for MVAPICH2+mpispawn.
TACC: Starting parallel tasks...
LAMMPS (10 Feb 2015)
  using 1 OpenMP thread(s) per MPI task
Lattice spacing in x,y,z = 10 10 10
Reading data file ...
  orthogonal box = (-58.1437 -58.1437 -58.1437) to (58.1437 58.1437 58.1437)
  2 by 2 by 4 MPI processor grid
  reading atoms ...
  12288 atoms
Changing box ...
  triclinic box = (-58.1437 -58.1437 -58.1437) to (58.1437 58.1437 58.1437) with tilt (0 0 0)
Reading potential file CH.airebo with DATE: 2011-10-25
Neighbor list info ...
  1 neighbor list requests
  update every 1 steps, delay 0 steps, check yes
  master list distance cutoff = 7
Setting up minimization ...
Memory usage per processor = 5.10815 Mbytes
Step Temp PotEng Press Pxx Pyy Pzz Pxy Pxz Pyz Lx Ly Lz Volume 
 4097500            0   -94855.417 -3.7115337e-09 -4.8520899e-09 -6.0208191e-09 -2.6169198e-10 4.3081113e-09 2.444609e-09 2.4141477e-09    109.74266    109.74266    109.74266    1321680.6 
 4098000            0   -94855.417 -4.4669645e-09 -2.1506469e-09 -6.2718822e-09 -4.9783644e-09 4.1420754e-09 2.5338954e-09 2.560739e-09    109.74266    109.74266    109.74266    1321680.6 
 4098500            0   -94855.417 -3.4946945e-09 -6.7065999e-09 -2.4998122e-09 -1.2776713e-09 4.0729357e-09 2.4809273e-09 2.4153579e-09    109.74266    109.74266    109.74266    1321680.6 
 4099000            0   -94855.417 -5.5960613e-10  4.33188e-09 -4.5272489e-09 -1.4834495e-09 4.1821621e-09 2.6006922e-09 2.5978067e-09    109.74266    109.74266    109.74266    1321680.6 
 4099500            0   -94855.417 1.6641527e-09 -2.1988733e-09 1.4903488e-09 5.7009825e-09 4.2231876e-09 2.4276298e-09 2.4257672e-09    109.74266    109.74266    109.74266    1321680.6 
 4100000            0   -94855.417 4.3526856e-09 7.2120594e-09 2.6673684e-09 3.1786291e-09 4.3725696e-09 2.3309854e-09 2.3278028e-09    109.74266    109.74266    109.74266    1321680.6 
 4100500            0   -94855.417 5.9612525e-09 8.1433304e-09 4.9406485e-09 4.7997787e-09 4.2547428e-09 2.6395213e-09 2.5111732e-09    109.74266    109.74266    109.74266    1321680.6 
 4101000            0   -94855.417 6.1892941e-09 6.4614715e-09 6.2787471e-09 5.8276639e-09 4.3556573e-09 2.4819739e-09 2.5024436e-09    109.74266    109.74266    109.74266    1321680.6 
 4101500            0   -94855.417 -1.7920543e-09 3.1854207e-09 -5.4633261e-09 -3.0982575e-09 4.090395e-09 2.3242778e-09 2.5372976e-09    109.74266    109.74266    109.74266    1321680.6 
 4102000            0   -94855.417 -2.2537176e-09 -5.7656001e-09 -1.6247952e-09 6.2924251e-10 4.1083841e-09 2.2625779e-09 2.3588756e-09    109.74266    109.74266    109.74266    1321680.6 
 4102500            0   -94855.417 -1.03209e-09 7.920614e-10 -5.342687e-09 1.4543556e-09 4.0837455e-09 2.3812317e-09 2.3399606e-09    109.74266    109.74266    109.74266    1321680.6 
 4103000            0   -94855.417 -4.1066506e-09 -6.6090705e-09 -4.5988348e-09 -1.1120466e-09 4.3108806e-09 2.4588426e-09 2.4892177e-09    109.74266    109.74266    109.74266    1321680.6 
 4103500            0   -94855.417 5.1650323e-09 4.8593984e-09 4.5970518e-09 6.0386467e-09 4.3066772e-09 2.4077329e-09 2.2755927e-09    109.74266    109.74266    109.74266    1321680.6 
 4104000            0   -94855.417 4.2294984e-09 3.028334e-09 6.0519135e-09 3.6082477e-09 4.4364121e-09 2.5655474e-09 2.2550111e-09    109.74266    109.74266    109.74266    1321680.6 
 4104500            0   -94855.417 5.2153445e-09 4.8658326e-09 4.1657536e-09 6.6144474e-09 4.1451331e-09 2.7848464e-09 2.4322789e-09    109.74266    109.74266    109.74266    1321680.6 
 4105000            0   -94855.417 -1.9455306e-09 -2.2725781e-09 -5.2894046e-09 1.725391e-09 4.352522e-09 2.4637049e-09 2.484644e-09    109.74266    109.74266    109.74266    1321680.6 
 4105500            0   -94855.417 -2.9698455e-09 -1.2512498e-09 -6.9014779e-09 -7.5680896e-10 4.2908501e-09 2.3502708e-09 2.4030666e-09    109.74266    109.74266    109.74266    1321680.6 
 4106000            0   -94855.417 4.8803792e-09 3.1951366e-09 3.8847159e-09 7.561285e-09 4.286931e-09 2.2457753e-09 2.6236641e-09    109.74266    109.74266    109.74266    1321680.6 
 4106500            0   -94855.417 -1.578611e-09 -4.0173406e-09 2.5627244e-09 -3.2812167e-09 4.1695736e-09 2.2988187e-09 2.2964587e-09    109.74266    109.74266    109.74266    1321680.6 
 4107000            0   -94855.417 -2.9034155e-10 -5.1047508e-09 -2.6754909e-10 4.5012752e-09 4.0621259e-09 2.5702525e-09 2.4873529e-09    109.74266    109.74266    109.74266    1321680.6 
 4107500            0   -94855.417 -5.1315241e-09 -4.2208749e-09 -5.1353283e-09 -6.0383689e-09 4.3158806e-09 2.3541619e-09 2.7469432e-09    109.74266    109.74266    109.74266    1321680.6 
 4108000            0   -94855.417 -1.9339728e-09 -5.2037746e-09 2.5172887e-09 -3.1154326e-09 4.1375232e-09 2.6777153e-09 2.3589187e-09    109.74266    109.74266    109.74266    1321680.6 
 4108500            0   -94855.417 -3.3601648e-09 -4.5228733e-09 -2.1250092e-10 -5.3451203e-09 4.1951554e-09 2.3878812e-09 2.405108e-09    109.74266    109.74266    109.74266    1321680.6 
 4109000            0   -94855.417 -2.6608223e-09 5.2024438e-10 -4.5973102e-09 -3.905401e-09 4.2043372e-09 2.7157175e-09 2.5328876e-09    109.74266    109.74266    109.74266    1321680.6 
 4109500            0   -94855.417 4.8861394e-09 3.5351243e-09 5.4611039e-09 5.6621899e-09 4.2337347e-09 2.599159e-09 2.5422977e-09    109.74266    109.74266    109.74266    1321680.6 
 4110000            0   -94855.417 -9.022532e-10 3.2105761e-09 -6.4565102e-09 5.3917446e-10 4.0457518e-09 2.7880571e-09 2.6740352e-09    109.74266    109.74266    109.74266    1321680.6 
 4110500            0   -94855.417 1.3321596e-09 3.9156897e-10 -1.8712501e-09 5.4761601e-09 4.148755e-09 2.4772085e-09 2.6807967e-09    109.74266    109.74266    109.74266    1321680.6 
 4111000            0   -94855.417 9.5632878e-10 -2.222741e-09 -1.0500324e-09 6.1417597e-09 4.1146331e-09 2.4969719e-09 2.427843e-09    109.74266    109.74266    109.74266    1321680.6 
 4111500            0   -94855.417 -3.1731854e-09 -3.0865218e-10 -6.0918624e-09 -3.1190416e-09 4.154427e-09 2.5013303e-09 2.1679598e-09    109.74266    109.74266    109.74266    1321680.6 
 4112000            0   -94855.417 2.8097018e-10 -4.7846126e-09 5.7309011e-09 -1.0337789e-10 4.1195944e-09 2.4798959e-09 2.3335006e-09    109.74266    109.74266    109.74266    1321680.6 
 4112500            0   -94855.417 2.1870651e-09 -2.7802727e-10 1.2924907e-09 5.5467317e-09 4.4220493e-09 2.5074049e-09 2.3760765e-09    109.74266    109.74266    109.74266    1321680.6 
 4113000            0   -94855.417 1.5117617e-09 1.3282276e-10 5.0907023e-09 -6.8823992e-10 4.3213286e-09  2.52399e-09 2.5069441e-09    109.74266    109.74266    109.74266    1321680.6 
 4113500            0   -94855.417 -4.5090344e-09 -3.0816552e-09 -6.7948096e-09 -3.6506385e-09 4.3184388e-09 2.617344e-09 2.3454516e-09    109.74266    109.74266    109.74266    1321680.6 
 4114000            0   -94855.417 -1.8264806e-09 1.7489486e-10 -5.3480273e-09 -3.0630934e-10 3.9238595e-09 2.5582626e-09 2.2399807e-09    109.74266    109.74266    109.74266    1321680.6 
 4114500            0   -94855.417 1.765304e-09 -1.2577486e-09 -2.8942709e-10 6.8430877e-09 4.3181933e-09 2.4205841e-09 2.5017502e-09    109.74266    109.74266    109.74266    1321680.6 
 4115000            0   -94855.417 4.1608454e-09 2.658867e-10 6.0626888e-09 6.1539606e-09 3.9223392e-09 2.334349e-09 2.3013683e-09    109.74266    109.74266    109.74266    1321680.6 
 4115500            0   -94855.417 -5.7814947e-09 -5.9538156e-09 -5.6470239e-09 -5.7436446e-09 4.2973575e-09  2.32928e-09 2.4750702e-09    109.74266    109.74266    109.74266    1321680.6 
 4116000            0   -94855.417  -2.5366e-10 1.3660619e-09 1.8047806e-09 -3.9318225e-09 4.041893e-09 2.4959534e-09 2.1098625e-09    109.74266    109.74266    109.74266    1321680.6 
 4116500            0   -94855.417 -2.6599179e-09 8.1050267e-10 -4.3648348e-09 -4.4254214e-09 4.0016642e-09 2.1990391e-09 2.4667971e-09    109.74266    109.74266    109.74266    1321680.6 
 4117000            0   -94855.417 -3.5743963e-09 -6.1160229e-09 -2.5736806e-09 -2.0334855e-09 3.9862721e-09 2.5434648e-09 2.3040557e-09    109.74266    109.74266    109.74266    1321680.6 
 4117500            0   -94855.417 5.077905e-09 6.4458511e-09 3.5797503e-09 5.2081136e-09 3.8507749e-09 2.4837094e-09 2.2183137e-09    109.74266    109.74266    109.74266    1321680.6 
 4118000            0   -94855.417 2.9111453e-09 4.5054742e-09 -5.676654e-10 4.795627e-09 4.1609171e-09 2.5275559e-09 2.4485668e-09    109.74266    109.74266    109.74266    1321680.6 
 4118500            0   -94855.417 -5.3963463e-09 -4.4118812e-09 -4.8388899e-09 -6.9382678e-09 4.0491843e-09 2.502295e-09 2.6224065e-09    109.74266    109.74266    109.74266    1321680.6 
 4119000            0   -94855.417 6.3364395e-10 4.6563593e-09 7.8691921e-10 -3.5423466e-09 4.1309253e-09 2.5054475e-09 2.3451157e-09    109.74266    109.74266    109.74266    1321680.6 
 4119500            0   -94855.417 5.7232725e-09 7.0757396e-09 5.3267436e-09 4.7673342e-09 4.1873904e-09 2.6305483e-09 2.1769479e-09    109.74266    109.74266    109.74266    1321680.6 
 4120000            0   -94855.417 -1.727558e-09 -6.2045944e-09 2.2735212e-09 -1.2516008e-09 4.1667786e-09 2.2875008e-09 2.3522304e-09    109.74266    109.74266    109.74266    1321680.6 
 4120500            0   -94855.417 -2.2447482e-09 -3.8195039e-09 6.0704581e-10 -3.5217865e-09 4.2215899e-09 2.3800021e-09 2.5800373e-09    109.74266    109.74266    109.74266    1321680.6 
 4121000            0   -94855.417 -1.3962375e-09 -3.1962133e-09 -3.5360976e-09 2.5435983e-09 4.1864128e-09 2.3930471e-09 2.1886923e-09    109.74266    109.74266    109.74266    1321680.6 
 4121500            0   -94855.417 -4.150678e-09 -7.0770015e-09 -2.2817642e-09 -3.0932682e-09 4.0817472e-09 2.3590888e-09 2.4807551e-09    109.74266    109.74266    109.74266    1321680.6 
 4122000            0   -94855.417 2.0459971e-09 1.4115622e-09 5.5803907e-09 -8.5396152e-10 4.0979705e-09 2.3745283e-09 2.1202201e-09    109.74266    109.74266    109.74266    1321680.6 
 4122500            0   -94855.417 4.0137531e-10 -4.3261047e-09 1.832085e-09 3.6981456e-09 4.1646209e-09 2.3817162e-09 2.181625e-09    109.74266    109.74266    109.74266    1321680.6 
 4123000            0   -94855.417 -2.3791135e-09 -5.0881743e-09 1.7419718e-10 -2.2233633e-09 4.2186958e-09 2.4595252e-09 2.2796281e-09    109.74266    109.74266    109.74266    1321680.6 
 4123500            0   -94855.417 -3.8054979e-09 -1.3923715e-09 -3.1738185e-09 -6.8503036e-09 4.1517224e-09 2.3956009e-09 2.4774992e-09    109.74266    109.74266    109.74266    1321680.6 
 4124000            0   -94855.417 -1.6875438e-09 2.8080638e-09 -3.9972929e-09 -3.8734022e-09 4.109577e-09 2.4438359e-09 2.4429897e-09    109.74266    109.74266    109.74266    1321680.6 
 4124500            0   -94855.417 3.8471644e-09 6.2578768e-09 3.0246776e-09 2.2589388e-09 4.3779272e-09 2.365256e-09 2.6506843e-09    109.74266    109.74266    109.74266    1321680.6 
 4125000            0   -94855.417 -8.8483191e-10 4.0839996e-09 -7.1945053e-10 -6.0190448e-09 3.8719207e-09 2.5718761e-09 2.3119757e-09    109.74266    109.74266    109.74266    1321680.6 
 4125500            0   -94855.417 -3.8126728e-09 -2.6202187e-09 -5.7710395e-09 -3.0467602e-09 4.2130066e-09 2.6765288e-09 2.5127323e-09    109.74266    109.74266    109.74266    1321680.6 
 4126000            0   -94855.417 -5.5416319e-09 -4.1684151e-09 -4.403397e-09 -8.0530836e-09 4.087643e-09 2.3357207e-09 2.4246561e-09    109.74266    109.74266    109.74266    1321680.6 
 4126500            0   -94855.417 3.8014474e-10 7.2985551e-11 -3.9014431e-09 4.9688918e-09 4.1631265e-09 2.3326241e-09 2.3496722e-09    109.74266    109.74266    109.74266    1321680.6 
 4127000            0   -94855.417 3.0044455e-09 5.0480359e-09 -1.7030393e-10 4.1356046e-09 4.3044291e-09 2.4384116e-09 2.4258921e-09    109.74266    109.74266    109.74266    1321680.6 
 4127500            0   -94855.417 3.8139813e-09 3.7022283e-09 1.1415755e-09 6.5981401e-09 4.0759504e-09 2.283418e-09 2.4654405e-09    109.74266    109.74266    109.74266    1321680.6 
 4128000            0   -94855.417 1.8413129e-09 1.9138907e-09 -1.7464163e-09 5.3564641e-09 4.297814e-09 2.3290001e-09 2.233034e-09    109.74266    109.74266    109.74266    1321680.6 
 4128500            0   -94855.417 3.8592382e-09 3.2016096e-09 3.6239283e-09 4.7521768e-09 4.1265713e-09 2.3292068e-09 2.2974621e-09    109.74266    109.74266    109.74266    1321680.6 
 4129000            0   -94855.417 8.0240178e-10 1.986536e-09 5.0309771e-09 -4.6103078e-09 4.385718e-09 2.5172887e-09 2.4670856e-09    109.74266    109.74266    109.74266    1321680.6 
 4129500            0   -94855.417 5.3112108e-09 5.5973419e-09 5.0983941e-09 5.2378965e-09 4.5574603e-09 2.3290001e-09 2.3435395e-09    109.74266    109.74266    109.74266    1321680.6 
 4130000            0   -94855.417 3.7383062e-09 5.7173091e-10 4.6476468e-09 5.995541e-09 4.2456341e-09 2.4932359e-09 2.2642145e-09    109.74266    109.74266    109.74266    1321680.6 
 4130500            0   -94855.417 -5.3713739e-09 -5.3141896e-09 -5.0873776e-09 -5.7125546e-09 4.2448245e-09 2.1802555e-09 2.3475964e-09    109.74266    109.74266    109.74266    1321680.6 
 4131000            0   -94855.417 -4.0527359e-10 4.3716006e-09 -8.1883182e-10 -4.7685896e-09 4.2299147e-09 2.5296511e-09 2.2482452e-09    109.74266    109.74266    109.74266    1321680.6 
 4131500            0   -94855.417 -3.7992122e-09 -3.4095411e-09 -2.6924765e-09 -5.2956192e-09 4.1868822e-09 2.1780913e-09 2.3644355e-09    109.74266    109.74266    109.74266    1321680.6 
 4132000            0   -94855.417 -3.1367508e-09 -6.7541243e-09 -2.2014788e-09 -4.5464912e-10 4.0921866e-09 2.6349304e-09 2.3746467e-09    109.74266    109.74266    109.74266    1321680.6 
 4132500            0   -94855.417 -2.3153593e-09 -3.1856059e-09 -5.2347182e-09 1.4742461e-09 4.2152461e-09 2.2083696e-09 2.5043342e-09    109.74266    109.74266    109.74266    1321680.6 
 4133000            0   -94855.417 -5.1893658e-09 -5.8973031e-09 -3.6187948e-09 -6.0519996e-09 4.3257042e-09 2.2310185e-09 2.3592115e-09    109.74266    109.74266    109.74266    1321680.6 
 4133500            0   -94855.417 2.8179499e-09 5.4136613e-09 2.1884899e-10 2.8213392e-09 4.3343477e-09 2.1091089e-09 2.3052745e-09    109.74266    109.74266    109.74266    1321680.6 
 4134000            0   -94855.417 1.8291235e-09 4.5286615e-10 6.0248847e-09 -9.9038038e-10 4.359249e-09 2.5141513e-09 2.4919525e-09    109.74266    109.74266    109.74266    1321680.6 
 4134500            0   -94855.417 -6.1089391e-09 -4.429909e-09 -7.2425508e-09 -6.6543576e-09 4.0114792e-09 2.7106313e-09 2.5064703e-09    109.74266    109.74266    109.74266    1321680.6 
 4135000            0   -94855.417 2.3373292e-09 4.2643295e-09 3.7903648e-09 -1.0427067e-09 3.9023777e-09 2.4163614e-09 2.5147822e-09    109.74266    109.74266    109.74266    1321680.6 
 4135500            0   -94855.417 -1.624712e-09 2.9488281e-09 -2.9106278e-09 -4.9123363e-09 4.0826257e-09 2.4671804e-09 2.356438e-09    109.74266    109.74266    109.74266    1321680.6 
 4136000            0   -94855.417 1.0615327e-09 4.0406699e-10 6.4606015e-09 -3.6800704e-09 4.3518329e-09 2.4635757e-09 2.3665631e-09    109.74266    109.74266    109.74266    1321680.6 
 4136500            0   -94855.417 5.0942187e-09 4.5375936e-09 2.9733505e-09 7.7717122e-09 4.2498547e-09 2.348841e-09 2.3991992e-09    109.74266    109.74266    109.74266    1321680.6 
 4137000            0   -94855.417 -1.2921526e-09 -5.5538012e-09 -5.1520124e-10 2.1925446e-09 4.1799743e-09 2.557875e-09 2.4930593e-09    109.74266    109.74266    109.74266    1321680.6 
 4137500            0   -94855.417 -1.6472905e-09 -4.0504375e-09 -3.2846469e-09 2.3932129e-09 4.1301975e-09 2.4141262e-09 2.6151928e-09    109.74266    109.74266    109.74266    1321680.6 
 4138000            0   -94855.417 -3.9288366e-09 -7.7252193e-09 -1.9492271e-09 -2.1120633e-09 4.0520224e-09 2.3605057e-09 2.1566289e-09    109.74266    109.74266    109.74266    1321680.6 
 4138500            0   -94855.417 -4.1748744e-09 -6.0535586e-09 -1.3369358e-09 -5.1341289e-09  3.93833e-09 2.5837776e-09 2.3761713e-09    109.74266    109.74266    109.74266    1321680.6 
 4139000            0   -94855.417 5.1681611e-09 3.4785602e-09 4.3055661e-09 7.720357e-09 4.1433114e-09 2.2355319e-09  2.39643e-09    109.74266    109.74266    109.74266    1321680.6 
 4139500            0   -94855.417 1.3535654e-10 6.078938e-09 -3.9540537e-09 -1.7188147e-09 4.0377242e-09 2.2289512e-09 2.3334704e-09    109.74266    109.74266    109.74266    1321680.6 
 4140000            0   -94855.417 -5.8338347e-09 -4.3953219e-09 -6.6722153e-09 -6.4339668e-09 4.0921392e-09 2.4039861e-09 2.2836807e-09    109.74266    109.74266    109.74266    1321680.6 
 4140500            0   -94855.417 1.3631664e-09 5.929711e-09 -1.3944129e-09 -4.4579886e-10 4.242206e-09 2.359892e-09 2.4770599e-09    109.74266    109.74266    109.74266    1321680.6 
 4141000            0   -94855.417 2.8331597e-09 4.2074467e-09 4.5289113e-09 -2.3687896e-10 3.9064819e-09 2.3522045e-09 2.4467925e-09    109.74266    109.74266    109.74266    1321680.6 
 4141500            0   -94855.417 3.077556e-09 3.4596064e-09 6.2972314e-09 -5.2416993e-10 3.9799068e-09 2.2302045e-09 2.524623e-09    109.74266    109.74266    109.74266    1321680.6 
 4142000            0   -94855.417 -1.7799367e-09 2.1853589e-09 -4.5660436e-09 -2.9591254e-09 4.1561755e-09 2.4669672e-09 2.4333039e-09    109.74266    109.74266    109.74266    1321680.6 
 4142500            0   -94855.417 9.7123138e-12 -3.9577876e-09 -9.5589667e-10 4.9428212e-09 3.9588212e-09 2.4806215e-09  2.46535e-09    109.74266    109.74266    109.74266    1321680.6 
 4143000            0   -94855.417 -5.4897736e-09 -4.1700516e-09 -7.7580535e-09 -4.5412155e-09 4.2975384e-09 2.1510195e-09 2.3788587e-09    109.74266    109.74266    109.74266    1321680.6 
 4143500            0   -94855.417 -5.4361545e-09 -5.1245142e-09 -7.0730393e-09 -4.11091e-09 4.3238652e-09 2.2331697e-09 2.4707894e-09    109.74266    109.74266    109.74266    1321680.6 
 4144000            0   -94855.417 -3.8540609e-11 1.8939679e-09 -5.3736091e-09 3.3640193e-09 4.0798178e-09 2.2936012e-09 2.5673024e-09    109.74266    109.74266    109.74266    1321680.6 
 4144500            0   -94855.417 1.9217088e-09 4.9898094e-09 -2.3145382e-09 3.0898552e-09 4.2304746e-09 2.4748613e-09 2.3431863e-09    109.74266    109.74266    109.74266    1321680.6 
 4145000            0   -94855.417 1.0142682e-09 1.2755568e-09 -3.6529124e-09 5.4201601e-09 4.1417222e-09 2.3625815e-09 2.2912433e-09    109.74266    109.74266    109.74266    1321680.6 
 4145500            0   -94855.417 6.1786537e-09 4.7581222e-09 6.8481437e-09 6.9296953e-09 4.0761786e-09 2.3869574e-09 2.5907007e-09    109.74266    109.74266    109.74266    1321680.6 
 4146000            0   -94855.417 1.4840438e-09 3.0444195e-09 -3.8718647e-09 5.2795767e-09 4.0759073e-09 2.4801306e-09 2.4070546e-09    109.74266    109.74266    109.74266    1321680.6 
 4146500            0   -94855.417 4.9329295e-09 7.2228606e-09 4.5003837e-09 3.075544e-09 3.9908889e-09 2.5088605e-09 2.2885387e-09    109.74266    109.74266    109.74266    1321680.6 
 4147000            0   -94855.417 -3.5524867e-09 -2.4359008e-09 -6.2014591e-09 -2.0201003e-09 4.113621e-09 2.4781753e-09 2.5663764e-09    109.74266    109.74266    109.74266    1321680.6 
 4147500            0   -94855.417 -4.5973655e-09 -2.3548402e-09 -5.0005632e-09 -6.4366929e-09 3.9858931e-09 2.5440161e-09 2.2082576e-09    109.74266    109.74266    109.74266    1321680.6 
 4148000            0   -94855.417 5.2160838e-09 3.7134947e-09 6.8621061e-09 5.0726508e-09 4.1535053e-09 2.6248377e-09 2.4427011e-09    109.74266    109.74266    109.74266    1321680.6 
 4148500            0   -94855.417 -3.1817571e-09 -4.5754839e-09 -5.3009379e-09 3.3115035e-10 4.173342e-09 2.3254169e-09 2.5265912e-09    109.74266    109.74266    109.74266    1321680.6 
 4149000            0   -94855.417 -6.8019071e-10 3.0631666e-09 -6.2904871e-09 1.1867484e-09 4.1554821e-09 2.5433163e-09 2.3311577e-09    109.74266    109.74266    109.74266    1321680.6 
 4149500            0   -94855.417 2.7159436e-09 2.0988417e-09 6.3378349e-09 -2.8884569e-10 4.1062609e-09 2.2745656e-09 2.2903346e-09    109.74266    109.74266    109.74266    1321680.6 
 4150000            0   -94855.417 2.876302e-09 8.5944394e-11 6.3419952e-09 2.2009663e-09 4.3695377e-09 2.310688e-09 2.2728752e-09    109.74266    109.74266    109.74266    1321680.6 
 4150500            0   -94855.417 2.0436227e-09 2.8658468e-10 5.1455955e-09 6.9868796e-10 3.8982131e-09 2.2128765e-09 2.1547254e-09    109.74266    109.74266    109.74266    1321680.6 
 4151000            0   -94855.417 -2.3335106e-11 -1.810052e-09 6.0322836e-09 -4.2922369e-09 4.3087143e-09 2.3119111e-09 2.2195325e-09    109.74266    109.74266    109.74266    1321680.6 
 4151500            0   -94855.417 -3.091898e-10 -8.4794076e-10 -4.2670901e-09 4.1874615e-09 4.0240203e-09 2.2724295e-09 2.1436744e-09    109.74266    109.74266    109.74266    1321680.6 
 4152000            0   -94855.417 -4.0019994e-09 -2.2316688e-09 -2.7621416e-09 -7.0121879e-09 4.0637323e-09 2.3539724e-09 2.255235e-09    109.74266    109.74266    109.74266    1321680.6 
 4152500            0   -94855.417 3.5902486e-09 6.6486318e-10 3.3099789e-09 6.7959035e-09 4.1428592e-09 2.2775867e-09 2.409574e-09    109.74266    109.74266    109.74266    1321680.6 
 4153000            0   -94855.417 -2.7931986e-09 -6.804013e-09 -1.5216671e-09 -5.3915508e-11 3.9702813e-09 2.2167676e-09 2.4886837e-09    109.74266    109.74266    109.74266    1321680.6 
 4153500            0   -94855.417 1.3895822e-09 6.3582659e-09 -2.431129e-10 -1.9464062e-09 3.9301602e-09 2.4241629e-09 2.653152e-09    109.74266    109.74266    109.74266    1321680.6 
 4154000            0   -94855.417 4.719649e-10 5.1214091e-09 -1.4771962e-11 -3.6907424e-09 4.3277111e-09 2.319872e-09 2.294245e-09    109.74266    109.74266    109.74266    1321680.6 
 4154500            0   -94855.417 5.0604055e-09 5.9094437e-09 4.2636792e-09 5.0080935e-09 4.1750431e-09 2.3969683e-09 2.569249e-09    109.74266    109.74266    109.74266    1321680.6 
 4155000            0   -94855.417 2.0057094e-09 -1.6218021e-09 2.205174e-09 5.4337564e-09 4.0303253e-09 2.5162013e-09 2.3874333e-09    109.74266    109.74266    109.74266    1321680.6 
 4155500            0   -94855.417 -8.8986069e-10 3.5008602e-09 -9.449749e-11 -6.0759448e-09 3.9425118e-09 2.171121e-09 2.2101568e-09    109.74266    109.74266    109.74266    1321680.6 
 4156000            0   -94855.417 4.2772733e-09 4.7475708e-09 5.5397355e-09 2.5445135e-09 4.150327e-09 2.4947884e-09 2.4162752e-09    109.74266    109.74266    109.74266    1321680.6 
 4156500            0   -94855.417 -5.0131919e-09 -4.8653761e-09 -4.2180627e-09 -5.9561369e-09 4.3523712e-09 2.195738e-09 2.1435839e-09    109.74266    109.74266    109.74266    1321680.6 
 4157000            0   -94855.417 -4.9970791e-09 -5.7907727e-09 -5.1219517e-09 -4.0785129e-09 4.3431032e-09 2.3118637e-09 2.2393907e-09    109.74266    109.74266    109.74266    1321680.6 
 4157500            0   -94855.417 2.652595e-09 3.9313014e-09 -1.371553e-09 5.3980367e-09 4.2051081e-09 2.0592696e-09 2.3625148e-09    109.74266    109.74266    109.74266    1321680.6 
 4158000            0   -94855.417 1.2935444e-09 1.858175e-09 -3.0654017e-09 5.0878599e-09 4.0964589e-09 2.3186963e-09 2.2935775e-09    109.74266    109.74266    109.74266    1321680.6 
 4158500            0   -94855.417 -1.8834933e-09 1.9275515e-09 -5.7022357e-10 -7.007808e-09 4.1696511e-09 2.4600377e-09 2.4967114e-09    109.74266    109.74266    109.74266    1321680.6 
 4159000            0   -94855.417 -2.0366337e-09 -5.6812018e-09 1.459711e-10 -5.7467023e-10 4.354137e-09 2.441239e-09 2.2629655e-09    109.74266    109.74266    109.74266    1321680.6 
 4159500            0   -94855.417 1.0569454e-09 -2.6593364e-09 6.7809249e-09 -9.5075233e-10 4.0339859e-09 2.3146846e-09 2.121973e-09    109.74266    109.74266    109.74266    1321680.6 
 4160000            0   -94855.417 -4.3258657e-09 -4.1955042e-09 -1.2014299e-09 -7.5806629e-09 3.9560778e-09  2.09601e-09 2.4465642e-09    109.74266    109.74266    109.74266    1321680.6 
 4160500            0   -94855.417 1.2665952e-09 -1.8271969e-09 -7.8871079e-10 6.4156935e-09 3.9842135e-09 2.2188714e-09 2.305563e-09    109.74266    109.74266    109.74266    1321680.6 
 4161000            0   -94855.417 -4.8733621e-09 -6.5280401e-09 -4.6308421e-09 -3.4612042e-09 4.3956708e-09 2.3722802e-09 2.3152402e-09    109.74266    109.74266    109.74266    1321680.6 
 4161500            0   -94855.417 -4.3047191e-09 -2.3335264e-09 -3.32867e-09 -7.251961e-09 4.146761e-09 1.975147e-09 2.4676024e-09    109.74266    109.74266    109.74266    1321680.6 
 4162000            0   -94855.417 2.9928361e-09 1.4253436e-10 4.2785201e-09 4.5574539e-09 3.9541614e-09 2.1348069e-09 2.4008573e-09    109.74266    109.74266    109.74266    1321680.6 
 4162500            0   -94855.417 -1.4038223e-09 3.6117576e-09 -6.4318414e-09 -1.3913832e-09 4.125542e-09 2.042269e-09 2.5434993e-09    109.74266    109.74266    109.74266    1321680.6 
 4163000            0   -94855.417 -4.1358335e-09 -2.181457e-09 -4.6194466e-09 -5.606597e-09 4.1841345e-09 1.9687688e-09 2.2489042e-09    109.74266    109.74266    109.74266    1321680.6 
 4163500            0   -94855.417 2.4341028e-09 -2.6663176e-10 1.3366946e-09 6.2322455e-09 3.9674389e-09 2.2808641e-09 2.3743668e-09    109.74266    109.74266    109.74266    1321680.6 
 4164000            0   -94855.417 -1.524132e-09 1.5289411e-09 -6.8904613e-09 7.8912424e-10 4.0078271e-09 2.3310996e-09 2.2787323e-09    109.74266    109.74266    109.74266    1321680.6 
 4164500            0   -94855.417 -3.7564927e-09 -3.615302e-09 -2.3174581e-09 -5.3367179e-09 4.1788028e-09 2.1835328e-09 2.145087e-09    109.74266    109.74266    109.74266    1321680.6 
 4165000            0   -94855.417 -1.0922158e-09 2.4975124e-09 -5.238422e-09 -5.3573772e-10 3.9009565e-09 1.9108954e-09 2.3901034e-09    109.74266    109.74266    109.74266    1321680.6 
